number,pokemon_name,pic_url,main_type,secondary_type,region,category,height,weight,pokemon_family,attack,defense,stamina,cp_range,hp_range,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,pkedex_desc,poss_attacks
150,Mewtwo,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Mewtwo.png,Psychic,,Kanto,Genetic,2,122,Mewtwo family,300,182,214,"52-4,178",20-180,2%,10%,N/A,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,Formerly  (5th tier level),No,Yes,Yes,"Standard Pokédex description
Mewtwo is a Pokémon that was created by genetic manipulation. However, even though the scientific power of humans created this Pokémon's body, they failed to endow Mewtwo with a compassionate heart.","['Confusion', 'Psycho Cut', 'Flamethrower', 'Focus Blast', 'Ice Beam', 'Psychic', 'Thunderbolt', 'Hyper Beam', 'Psystrike', 'Shadow Ball', 'Confusion', 'Iron Tail', 'Dynamic Punch', 'Earthquake', 'Future Sight', 'Rock Slide', 'Psystrike']"
151,Mew,https://static.wikia.nocookie.net/pokemongo/images/b/bf/Mew.png,Psychic,,Kanto,New,0.4,4,Mew family,210,210,225,"40-3,265",21-189,N/A,N/A,N/A,N/A,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",No ,No,No  ,No,Yes,No,"Mew is said to possess the genetic composition of all Pokémon. It is capable of making itself invisible at will, so it entirely avoids notice even if it approaches people.","['Charge Beam', 'Cut', 'Dragon Tail', 'Frost Breath', 'Infestation', 'Poison Jab', 'Pound', 'Rock Smash', 'Shadow Claw', 'Snarl', 'Steel Wing', 'Struggle Bug', 'Volt Switch', 'Waterfall', 'Ancient Power', 'Blizzard', 'Bulldoze', 'Dark Pulse', 'Dazzling Gleam', 'Dragon Claw', 'Energy Ball', 'Flame Charge', 'Flash Cannon', 'Focus Blast', 'Grass Knot', 'Gyro Ball', 'Hyper Beam', 'Ice Beam', 'Low Sweep', 'Overheat', 'Psychic', 'Psyshock', 'Rock Slide', 'Solar Beam', 'Stone Edge', 'Surf', 'Thunder', 'Thunderbolt', 'Wild Charge']"
152,Chikorita,https://static.wikia.nocookie.net/pokemongo/images/4/4e/Chikorita.png,Grass,,Johto,Leaf,0.89,6.4,Chikorita family,92,122,128,10-935,12-113,20%,10%,87.50%,12.50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around.","['Tackle', 'Vine Whip', 'Body Slam', 'Energy Ball', 'Grass Knot']"
153,Bayleef,https://static.wikia.nocookie.net/pokemongo/images/1/1b/Bayleef.png,Grass,,Johto,Leaf,1.19,15.8,Chikorita family,122,155,155,"16-1,454",14-134,12.50%,7%,87.50%,12.50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,Bayleef's neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy.,"['Razor Leaf', 'Tackle', 'Ancient Power', 'Energy Ball', 'Grass Knot']"
154,Meganium,https://static.wikia.nocookie.net/pokemongo/images/4/40/Meganium.png,Grass,,Johto,Herb,1.8,100.5,Chikorita family,168,202,190,"29-2,410",17-162,5%,5%,87.50%,12.50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"The fragrance of Meganium's flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe's fighting spirit.","['Razor Leaf', 'Vine Whip', 'Earthquake', 'Petal Blizzard', 'Solar Beam', 'Frenzy Plant']"
155,Cyndaquil,https://static.wikia.nocookie.net/pokemongo/images/9/99/Cyndaquil.png,Fire,,Johto,Fire,0.51,7.9,Cyndaquil family,116,93,118,10-980,11-105,20%,10%,87.50%,12.50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Cyndaquil protects itself by flaring up the flames on its back. The flames are vigorous if the Pokémon is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion.","['Ember', 'Tackle', 'Flame Charge', 'Flamethrower', 'Swift']"
156,Quilava,https://static.wikia.nocookie.net/pokemongo/images/4/4a/Quilava.png,Fire,,Johto,Volcano,0.89,19,Cyndaquil family,158,126,151,"19-1,653",14-131,12.50%,7%,87.50%,12.50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (2nd tier level),Formerly ,Yes,Yes,Quilava keeps its foes at bay with the intensity of its flames and gusts of superheated air. This Pokémon applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames.,"['Ember', 'Tackle', 'Dig', 'Flame Charge', 'Flamethrower']"
157,Typhlosion,https://static.wikia.nocookie.net/pokemongo/images/5/51/Typhlosion.png,Fire,,Johto,Volcano,1.7,79.5,Cyndaquil family,223,173,186,"35-2,889",17-158,5%,5%,87.50%,12.50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,Typhlosion obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This Pokémon creates blazing explosive blasts that burn everything to cinders.,"['Ember', 'Incinerate', 'Shadow Claw', 'Fire Blast', 'Overheat', 'Solar Beam', 'Blast Burn']"
158,Totodile,https://static.wikia.nocookie.net/pokemongo/images/e/e7/Totodile.png,Water,,Johto,Big,0.61,9.5,Totodile family,117,109,137,"12-1,131",12-120,20%,10%,87.50%,12.50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (1st tier level),Yes ,Yes,Yes,"Despite the smallness of its body, Totodile's jaws are very powerful. While the Pokémon may think it is just playfully nipping, its bite has enough power to cause serious injury.","['Scratch', 'Water Gun', 'Aqua Jet', 'Crunch', 'Water Pulse']"
159,Croconaw,https://static.wikia.nocookie.net/pokemongo/images/d/d7/Croconaw.png,Water,,Johto,Big,1.09,25,Totodile family,150,142,163,"20-1,722",15-140,12.50%,7%,87.50%,12.50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (2nd tier level),No,Yes,Yes,"Once Croconaw has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in.","['Scratch', 'Water Gun', 'Crunch', 'Ice Punch', 'Water Pulse']"
160,Feraligatr,https://static.wikia.nocookie.net/pokemongo/images/5/51/Feraligatr.png,Water,,Johto,Big,2.31,88.8,Totodile family,205,188,198,"34-2,857",18-168,5%,5%,87.50%,12.50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Feraligatr intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed.","['Bite', 'Ice Fang', 'Waterfall', 'Water Gun', 'Crunch', 'Hydro Pump', 'Ice Beam', 'Hydro Cannon']"
161,Sentret,https://static.wikia.nocookie.net/pokemongo/images/5/5c/Sentret.png,Normal,,Johto,Scout,0.79,6,Sentret family,79,73,111,10-618,Oct-99,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,Formerly  (1st tier level),No,Yes,No,"When Sentret sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this Pokémon becomes separated from its pack, it becomes incapable of sleep due to fear.","['Quick Attack', 'Scratch', 'Brick Break', 'Dig', 'Grass Knot']"
162,Furret,https://static.wikia.nocookie.net/pokemongo/images/d/de/Furret.png,Normal,,Johto,Long,1.8,32.5,Sentret family,148,125,198,"20-1,758",18-168,15%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes ,No,No  ,No,Yes,No,"Furret has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this Pokémon is very nimble and fleet.","['Quick Attack', 'Sucker Punch', 'Brick Break', 'Dig', 'Hyper Beam']"
163,Hoothoot,https://static.wikia.nocookie.net/pokemongo/images/d/d3/Hoothoot.png,Normal,Flying,Johto,Owl,0.71,21.2,Hoothoot family,67,88,155,10-677,14-134,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,"Hoothoot has an internal organ that senses and tracks the earth's rotation. Using this special organ, this Pokémon begins hooting at precisely the same time every day.","['Feint Attack', 'Peck', 'Aerial Ace', 'Night Shade', 'Sky Attack']"
164,Noctowl,https://static.wikia.nocookie.net/pokemongo/images/3/37/Noctowl.png,Normal,Flying,Johto,Owl,1.6,40.8,Hoothoot family,145,156,225,"24-2,024",21-189,15%,7%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,No,"Noctowl never fails at catching prey in darkness. This Pokémon owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight.","['Extrasensory', 'Wing Attack', 'Night Shade', 'Psychic', 'Shadow Ball', 'Sky Attack']"
165,Ledyba,https://static.wikia.nocookie.net/pokemongo/images/a/a8/Ledyba.png,Bug,Flying,Johto,Five,0.99,10.8,Ledyba family,72,118,120,10-728,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",Yes ,No,No  ,Yes ,Yes,No,Ledyba secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This Pokémon conveys its feelings to others by altering the fluid's scent.,"['Bug Bite', 'Tackle', 'Aerial Ace', 'Silver Wind', 'Swift']"
166,Ledian,https://static.wikia.nocookie.net/pokemongo/images/e/ee/Ledian.png,Bug,Flying,Johto,Five,1.4,35.6,Ledyba family,107,179,146,"15-1,346",13-127,15%,7%,50%,50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",Yes ,No,No  ,No,Yes,No,"It is said that in lands with clean air, where the stars fill the sky, there live Ledian in countless numbers. There is a good reason for this—the Pokémon uses the light of the stars as its energy.","['Bug Bite', 'Struggle Bug', 'Aerial Ace', 'Bug Buzz', 'Silver Wind']"
167,Spinarak,https://static.wikia.nocookie.net/pokemongo/images/a/aa/Spinarak.png,Bug,Poison,Johto,String,0.51,8.5,Spinarak family,105,73,120,10-816,11-106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,No  ,Yes ,Yes,No,The web spun by Spinarak can be considered its second nervous system. It is said that this Pokémon can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web's strands.,"['Bug Bite', 'Poison Sting', 'Cross Poison', 'Night Slash', 'Signal Beam']"
168,Ariados,https://static.wikia.nocookie.net/pokemongo/images/2/29/Ariados.png,Bug,Poison,Johto,Long,1.09,33.5,Spinarak family,161,124,172,"20-1,772",16-147,15%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",Yes ,No,Formerly  (3rd tier level),No,Yes,No,Ariados's feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This Pokémon constricts the foe with thin and strong silk webbing.,"['Infestation', 'Poison Sting', 'Cross Poison', 'Lunge', 'Megahorn', 'Shadow Sneak']"
169,Crobat,https://static.wikia.nocookie.net/pokemongo/images/4/4d/Crobat.png,Poison,Flying,Johto,Bat,1.8,75,Zubat family,194,178,198,"32-2,646",18-168,10%,5%,50%,50%,"{'62.5%': ['Fairy', 'Ground', 'Poison'], '39%': ['Bug', 'Fighting', 'Grass']}","{'160%': ['Electric', 'Ice', 'Psychic', 'Rock']}",Yes ,No,No  ,No,Yes,Yes,"If this Pokémon is flying by fluttering only a pair of wings on either the forelegs or hind legs, it's proof that Crobat has been flying a long distance. It switches the wings it uses if it is tired.","['Air Slash', 'Bite', 'Air Cutter', 'Cross Poison', 'Poison Fang', 'Shadow Ball', 'Sludge Bomb']"
170,Chinchou,https://static.wikia.nocookie.net/pokemongo/images/b/b1/Chinchou.png,Water,Electric,Johto,Angler,0.51,12,Chinchou family,106,97,181,"12-1,119",17-154,40%,10%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Ice', 'Water'], '39%': ['Steel']}","{'160%': ['Grass', 'Ground']}",Yes ,No,Formerly  (1st tier level),Formerly ,Yes,No,Chinchou lets loose positive and negative electrical charges from its two antennas to make its prey faint. This Pokémon flashes its electric lights to exchange signals with others.,"['Bubble', 'Spark', 'Bubble Beam', 'Thunderbolt', 'Water Pulse']"
171,Lanturn,https://static.wikia.nocookie.net/pokemongo/images/1/16/Lanturn.png,Water,Electric,Johto,Light,1.19,22.5,Chinchou family,146,137,268,"24-2,085",25-223,15%,7%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Ice', 'Water'], '39%': ['Steel']}","{'160%': ['Grass', 'Ground']}",Yes ,No,Formerly  (2nd tier level),Formerly ,Yes,No,Lanturn is nicknamed “the deep-sea star” for its illuminated antenna. This Pokémon produces light by causing a chemical reaction between bacteria and its bodily fluids inside the antenna.,"['Charge Beam', 'Spark', 'Water Gun', 'Hydro Pump', 'Thunder', 'Thunderbolt']"
172,Pichu,https://static.wikia.nocookie.net/pokemongo/images/9/9d/Pichu.png,Electric,,Johto,Tiny,0.3,2,Pikachu family,77,53,85,10-473,Oct-79,N/A,N/A,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},No ,No,No  ,No,Yes,No,Pichu charges itself with electricity more easily on days with thunderclouds or when the air is very dry. You can hear the crackling of static electricity coming off this Pokémon.,"['Thunder Shock', 'Quick Attack', 'Disarming Voice', 'Thunder Punch', 'Thunderbolt']"
173,Cleffa,https://static.wikia.nocookie.net/pokemongo/images/a/a7/Cleffa.png,Fairy,,Johto,Star,0.3,3,Clefairy family,75,79,137,10-671,12-120,N/A,N/A,25%,75%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No ,No,No  ,No,Yes,No,"On nights with many shooting stars, Cleffa can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these Pokémon quench their thirst with the morning dew.","['Pound', 'Zen Headbutt', 'Grass Knot', 'Psyshock', 'Signal Beam', 'Body Slam', 'Psychic']"
174,Igglybuff,https://static.wikia.nocookie.net/pokemongo/images/5/5b/Igglybuff.png,Normal,Fairy,Johto,Balloon,0.3,1,Jigglypuff family,69,32,207,10-535,19-175,N/A,N/A,25%,75%,"{'62.5%': ['Bug', 'Dark'], '39%': ['Dragon', 'Ghost']}","{'160%': ['Poison', 'Steel']}",No ,No,No  ,No,Yes,No,Igglybuff's vocal cords are not sufficiently developed. It would hurt its throat if it were to sing too much. This Pokémon gargles with freshwater from a clean stream.,"['Feint Attack', 'Pound', 'Psychic', 'Shadow Ball', 'Wild Charge', 'Body Slam']"
175,Togepi,https://static.wikia.nocookie.net/pokemongo/images/f/ff/Togepi.png,Fairy,,Johto,Spike,0.3,1.5,Togepi family,67,116,111,10-657,Oct-99,N/A,N/A,87.50%,12.50%,"{'62.5%': ['Bug', 'Dark', 'Fighting'], '39%': ['Dragon']}","{'160%': ['Poison', 'Steel']}",No ,No,No  ,No,Yes,No,"As its energy, Togepi uses the positive emotions of compassion and pleasure exuded by people and Pokémon. This Pokémon stores up feelings of happiness inside its shell, then shares them with others.","['Hidden Power', 'Peck', 'Zen Headbutt', 'Ancient Power', 'Dazzling Gleam', 'Psyshock']"
176,Togetic,https://static.wikia.nocookie.net/pokemongo/images/a/a7/Togetic.png,Fairy,Flying,Johto,Happiness,0.61,3.2,Togepi family,139,181,146,"19-1,708",13-127,5%,5%,87.50%,12.50%,"{'62.5%': ['Dark', 'Grass'], '39%': ['Bug', 'Dragon', 'Fighting', 'Ground']}","{'160%': ['Electric', 'Ice', 'Poison', 'Rock', 'Steel']}",Yes ,No,Formerly  (3rd tier level),No,Yes,No,"Togetic is said to be a Pokémon that brings good fortune. When the Pokémon spots someone who is pure of heart, it is said to appear and share its happiness with that person.","['Extrasensory', 'Hidden Power', 'Steel Wing', 'Zen Headbutt', 'Aerial Ace', 'Ancient Power', 'Dazzling Gleam']"
177,Natu,https://static.wikia.nocookie.net/pokemongo/images/6/69/Natu.png,Psychic,Flying,Johto,Tiny,0.2,2,Natu family,134,89,120,"12-1,102",11-106,40%,15%,50%,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes ,No,No  ,Formerly ,Yes,No,"Natu cannot fly because its wings are not yet fully grown. If your eyes meet with this Pokémon's eyes, it will stare back intently at you. But if you move even slightly, it will hop away to safety.","['Peck', 'Quick Attack', 'Drill Peck', 'Night Shade', 'Psyshock']"
178,Xatu,https://static.wikia.nocookie.net/pokemongo/images/e/e0/Xatu.png,Psychic,Flying,Johto,Mystic,1.5,15,Natu family,192,146,163,"26-2,188",15-140,15%,7%,50%,50%,"{'62.5%': ['Grass', 'Psychic'], '39%': ['Fighting', 'Ground']}","{'160%': ['Dark', 'Electric', 'Ghost', 'Ice', 'Rock']}",Yes ,No,Formerly  (3rd tier level),No,Yes,No,Xatu stands rooted and still in one spot all day long. People believe that this Pokémon does so out of fear of the terrible things it has foreseen in the future.,"['Air Slash', 'Feint Attack', 'Aerial Ace', 'Future Sight', 'Ominous Wind']"
179,Mareep,https://static.wikia.nocookie.net/pokemongo/images/d/da/Mareep.png,Electric,,Johto,Wool,0.61,7.8,Mareep family,114,79,146,10-991,13-127,50%,10%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes ,No,Formerly  (1st tier level),Formerly ,Yes,Yes,"Mareep's fluffy coat of wool rubs together and builds a static charge. The more static electricity is charged, the more brightly the lightbulb at the tip of its tail glows.","['Tackle', 'Thunder Shock', 'Body Slam', 'Discharge', 'Thunderbolt']"
180,Flaaffy,https://static.wikia.nocookie.net/pokemongo/images/e/ed/Flaaffy.png,Electric,,Johto,Wool,0.79,13.3,Mareep family,145,109,172,"17-1,521",16-147,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,Flaaffy's wool quality changes so that it can generate a high amount of static electricity with a small amount of wool. The bare and slick parts of its hide are shielded against electricity.,"['Charge Beam', 'Tackle', 'Discharge', 'Power Gem', 'Thunderbolt']"
181,Ampharos,https://static.wikia.nocookie.net/pokemongo/images/f/f5/Ampharos.png,Electric,,Johto,Light,1.4,61.5,Mareep family,211,169,207,"34-2,852",19-175,12.50%,5%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes ,No,Formerly  (3rd tier level),No,Yes,Yes,"Standard Pokédex description
Ampharos gives off so much light that it can be seen even from space. People in the old days used the light of this Pokémon to send signals back and forth with others far away.","['Charge Beam', 'Volt Switch', 'Focus Blast', 'Power Gem', 'Thunder', 'Thunder Punch', 'Zap Cannon', 'Dragon Pulse']"
182,Bellossom,https://static.wikia.nocookie.net/pokemongo/images/e/ed/Bellossom.png,Grass,,Johto,Flower,0.41,5.8,Oddish family,169,186,181,"27-2,281",17-154,5%,5%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",No ,No,Formerly  (3rd tier level),Formerly ,Yes,Yes,"When Bellossom gets exposed to plenty of sunlight, the leaves ringing its body begin to spin around. This Pokémon's dancing is renowned in the southern lands.","['Acid', 'Bullet Seed', 'Razor Leaf', 'Dazzling Gleam', 'Leaf Blade', 'Petal Blizzard']"
